City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
208,Nioro,GM,4/6/2022 2:34,13.35,-15.75,74.05,43,43,10.18
209,Castro,BR,4/6/2022 2:33,-24.7911,-50.0119,63.16,99,50,5.64
210,Mwinilunga,ZM,4/6/2022 2:34,-11.7358,24.4293,60.3,96,92,2.51
211,Camacha,PT,4/6/2022 2:34,33.0833,-16.3333,54.82,54,40,18.41
212,Port Blair,IN,4/6/2022 2:34,11.6667,92.75,84.24,74,40,5.75
213,Bell Ville,AR,4/6/2022 2:34,-32.6259,-62.6887,59.67,69,0,8.03
214,Saint Anthony,US,4/6/2022 2:34,45.0205,-93.218,45.09,92,100,17.27
215,Harboore,DK,4/6/2022 2:34,56.6175,8.1807,38.08,92,100,12.19
216,Alpena,US,4/6/2022 2:34,45.0617,-83.4327,35.85,96,0,4.61
217,Antofagasta,CL,4/6/2022 2:33,-23.65,-70.4,72.21,49,9,5.99
218,Paamiut,GL,4/6/2022 2:34,61.994,-49.6678,28.06,93,99,2.04
219,Kondoa,TZ,4/6/2022 2:34,-4.9,35.7833,59.32,97,15,3.58
220,Namibe,AO,4/6/2022 2:34,-15.1961,12.1522,69.75,81,14,4.32
221,Goure,NE,4/6/2022 2:34,13.9835,10.2704,78.26,9,65,8.41
222,Arti,RU,4/6/2022 2:34,56.4234,58.5328,26.49,93,99,9.17
223,Migori,KE,4/6/2022 2:34,-1.0634,34.4731,60.87,85,82,5.95
224,Chibuto,MZ,4/6/2022 2:34,-24.6867,33.5306,71.15,97,1,5.44
225,Middletown,US,4/6/2022 2:30,39.5151,-84.3983,52.29,93,40,5.75
226,Ladario,BR,4/6/2022 2:34,-19.0047,-57.6017,77.83,55,14,2.17
227,Tinaquillo,VE,4/6/2022 2:35,9.9186,-68.3047,73.4,85,6,3.83
228,Vardo,NO,4/6/2022 2:35,70.3705,31.1107,32.99,70,100,27.27
229,Boke,GN,4/6/2022 2:35,10.9409,-14.2967,71.31,87,5,3.62
230,Opuwo,NA,4/6/2022 2:35,-18.0607,13.84,62.47,51,0,2.13
231,Nacala,MZ,4/6/2022 2:35,-14.5428,40.6728,75.04,86,0,2.35
232,Cookeville,US,4/6/2022 2:31,36.1628,-85.5016,54.79,98,100,0
233,Olafsvik,IS,4/6/2022 2:35,64.8945,-23.7142,27.37,69,58,26.37
234,San Cristobal,VE,4/6/2022 2:35,7.7669,-72.225,75.38,98,70,3.11
235,Tukums,LV,4/6/2022 2:35,56.9669,23.1553,25.95,79,43,10.69
236,Staritsa,RU,4/6/2022 2:35,56.5075,34.9354,23.95,90,43,9.37
237,Joniskis,LT,4/6/2022 2:35,56.2403,23.6153,31.12,79,100,11.39
238,Santa Cruz De La Palma,ES,4/6/2022 2:35,28.6835,-17.7642,60.94,63,0,14.97
239,Wabana,CA,4/6/2022 2:35,47.6332,-52.9481,33.57,87,75,23.02
240,Le Port,RE,4/6/2022 2:35,-20.9373,55.2919,77,90,86,4.94
241,Aripuana,BR,4/6/2022 2:35,-9.1667,-60.6333,73.04,98,100,1.41
242,Abha,SA,4/6/2022 2:35,18.2164,42.5053,58.82,14,0,0
243,Kabo,CF,4/6/2022 2:35,7.6994,18.629,76.64,68,80,7.52
244,Praia Da Vitoria,PT,4/6/2022 2:35,38.7333,-27.0667,59.76,82,20,7.94
245,Touros,BR,4/6/2022 2:35,-5.1989,-35.4608,76.68,89,29,8.77
246,Mandiana,GN,4/6/2022 2:35,10.6333,-8.6833,83.64,47,76,3.33
247,Cockburn Town,TC,4/6/2022 2:35,21.4612,-71.1419,78.3,76,0,18.54
248,Barra Do Corda,BR,4/6/2022 2:35,-5.5,-45.25,72.25,96,100,1.88
249,Padang,ID,4/6/2022 2:35,-0.9492,100.3543,82.45,61,79,3.4
250,Bermeo,ES,4/6/2022 2:35,43.4209,-2.7215,40.48,79,13,6.44
251,Sept-Iles,CA,4/6/2022 2:35,50.2001,-66.3821,25.23,73,0,4.61
252,Saint-Joseph,RE,4/6/2022 2:35,-21.3667,55.6167,75.58,86,98,11.43
